resourceType,resourceProvider,providerDisplayName,typeOnly,displayName,apiVersions,defaultApiVersion,locationsCount,locations,servicePrincipals,supportsPrivateEndpoint,supportsManagedIdentity,supportsTags,supportsLock
microsoft.advisor/advisorscore,Microsoft.Advisor,Microsoft Advisor,advisorScore,AdvisorScore,"2026-04-01-preview,2026-03-01-preview,2026-02-01-preview,2026-01-01-preview,2026-01-01-alpha,2025-05-01-preview,2025-05-01-alpha,2025-01-01-alpha,2025-01-01,2024-11-18-preview,2023-09-01-preview,2023-05-01-alpha,2023-01-01,2022-10-01,2022-09-01,2020-07-01-preview,2020-01-01-alpha",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/assessments,Microsoft.Advisor,Microsoft Advisor,assessments,assessments,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2024-11-18-preview,2023-09-01-preview",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/assessmenttypes,Microsoft.Advisor,Microsoft Advisor,assessmentTypes,assessmentTypes,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2024-11-18-preview,2023-09-01-preview",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/configurations,Microsoft.Advisor,Microsoft Advisor,configurations,Configurations,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2025-05-01-alpha,2025-01-01-alpha,2025-01-01,2024-11-18-preview,2023-09-01-preview,2023-01-01-alpha,2023-01-01,2022-10-01,2022-09-01,2020-01-01-alpha,2020-01-01,2017-04-19-rc,2017-04-19-alpha,2017-04-19,2017-03-31-alpha,2017-03-31,2016-07-12-rc",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/conversations,Microsoft.Advisor,Microsoft Advisor,conversations,Conversations,2026-05-01-preview,,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/criticalresources,Microsoft.Advisor,Microsoft Advisor,criticalResources,n/a,2025-09-01-preview,,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/discoverableworkloads,Microsoft.Advisor,Microsoft Advisor,discoverableWorkloads,discoverableWorkloads,"2026-09-01-rc,2026-09-01-preview,2026-09-01-alpha",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/discoverableworkloads/conversionstatus,Microsoft.Advisor,Microsoft Advisor,discoverableWorkloads/conversionStatus,conversionStatus,,,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,undetermined,undetermined,undetermined
microsoft.advisor/generaterecommendations,Microsoft.Advisor,Microsoft Advisor,generateRecommendations,GenerateRecommendations,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2025-05-01-alpha,2025-01-01-alpha,2025-01-01,2024-11-18-preview,2023-09-01-preview,2023-01-01-alpha,2023-01-01,2022-10-01,2022-09-01,2020-01-01-alpha,2020-01-01,2017-04-19-rc,2017-04-19-alpha,2017-04-19,2017-03-31-alpha,2017-03-31,2016-07-12-rc,2016-07-12-preview,2016-07-12-alpha,2016-05-09-preview,2016-05-09-alpha",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/insights,Microsoft.Advisor,Microsoft Advisor,insights,n/a,"2026-05-01-rc,2026-05-01-preview,2026-05-01-alpha",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/metadata,Microsoft.Advisor,Microsoft Advisor,metadata,Metadata,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2025-05-01-alpha,2025-01-01-alpha,2025-01-01,2024-11-18-preview,2023-09-01-preview,2023-01-01-alpha,2023-01-01,2022-10-01,2022-09-01,2020-01-01-alpha,2020-01-01,2017-04-19-rc,2017-04-19-alpha,2017-04-19,2017-03-31-alpha,2017-03-31,2016-07-12-rc",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/operations,Microsoft.Advisor,Microsoft Advisor,operations,Operations,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2025-05-01-alpha,2025-01-01-alpha,2025-01-01,2024-11-18-preview,2023-09-01-preview,2023-01-01-alpha,2022-10-01,2020-07-01-preview,2020-01-01-alpha,2020-01-01,2017-04-19-rc,2017-04-19-alpha,2017-04-19,2017-03-31-alpha,2017-03-31,2016-07-12-rc,2016-07-12-preview,2016-07-12-alpha,2016-05-09-preview,2016-05-09-alpha",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/predict,Microsoft.Advisor,Microsoft Advisor,predict,n/a,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2025-05-01-alpha,2025-01-01-alpha,2025-01-01,2024-11-18-preview,2023-09-01-preview,2023-01-01,2022-10-01,2022-09-01,2022-02-01-preview",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/recommendations,Microsoft.Advisor,Microsoft Advisor,recommendations,Recommendations,"2026-03-01-preview,2026-02-01-preview,2026-02-01-alpha,2025-05-01-preview,2025-05-01-alpha,2025-01-01-alpha,2025-01-01,2024-11-18-preview,2023-09-01-preview,2023-01-01-alpha,2023-01-01,2022-10-01,2022-09-01,2020-01-01-alpha,2020-01-01,2017-04-19-rc,2017-04-19-alpha,2017-04-19,2017-03-31-alpha,2017-03-31,2016-07-12-rc,2016-07-12-preview,2016-07-12-alpha,2016-05-09-preview,2016-05-09-alpha",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/recommendations/suppressions,Microsoft.Advisor,Microsoft Advisor,recommendations/suppressions,Suppressions,,,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,undetermined,undetermined,undetermined
microsoft.advisor/resiliencyreviews,Microsoft.Advisor,Microsoft Advisor,resiliencyReviews,resiliencyReviews,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2024-11-18-preview,2023-09-01-preview",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/risks,Microsoft.Advisor,Microsoft Advisor,risks,n/a,2025-09-01-preview,,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/risktypes,Microsoft.Advisor,Microsoft Advisor,riskTypes,n/a,2025-09-01-preview,,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/subscriptionscores,Microsoft.Advisor,Microsoft Advisor,subscriptionScores,n/a,2024-05-31-preview,,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/suppressions,Microsoft.Advisor,Microsoft Advisor,suppressions,Suppressions,"2026-03-01-preview,2026-02-01-preview,2026-02-01-alpha,2025-05-01-preview,2025-05-01-alpha,2025-01-01-alpha,2025-01-01,2024-11-18-preview,2023-09-01-preview,2023-01-01-alpha,2023-01-01,2022-10-01,2022-09-01,2020-01-01-alpha,2020-01-01,2017-04-19-rc,2017-04-19-alpha,2017-04-19,2017-03-31-alpha,2017-03-31,2016-07-12-rc,2016-07-12-preview,2016-07-12-alpha,2016-05-09-preview,2016-05-09-alpha",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/triagerecommendations,Microsoft.Advisor,Microsoft Advisor,triageRecommendations,triageRecommendations,"2026-02-01-preview,2025-05-01-preview,2024-11-18-preview,2023-09-01-preview",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/triageresources,Microsoft.Advisor,Microsoft Advisor,triageResources,triageResources,"2026-02-01-preview,2025-05-01-preview,2024-11-18-preview",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/workloadresourcemappings,Microsoft.Advisor,Microsoft Advisor,workloadResourceMappings,workloadResourceMappings,"2026-09-01-rc,2026-09-01-preview,2026-09-01-alpha",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/workloads,Microsoft.Advisor,Microsoft Advisor,workloads,workloads,"2026-03-01-preview,2026-02-01-preview,2025-05-01-preview,2024-11-18-preview,2023-09-01-preview",,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.advisor/workloadscores,Microsoft.Advisor,Microsoft Advisor,workloadScores,n/a,2024-05-31-preview,,0,,"Azure Advisor,c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7",False,False,False,False
microsoft.agfoodplatform/farmbeats,microsoft.agfoodplatform,,farmbeats,n/a,,,0,,,True,undetermined,undetermined,undetermined
microsoft.agfoodplatform/farmbeats/dataconnectors,microsoft.agfoodplatform,,farmbeats/dataconnectors,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.agfoodplatform/farmbeats/extensions,microsoft.agfoodplatform,,farmbeats/extensions,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.agfoodplatform/farmbeats/privateendpointconnections,microsoft.agfoodplatform,,farmbeats/privateendpointconnections,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.agfoodplatform/farmbeats/privatelinkresources,microsoft.agfoodplatform,,farmbeats/privatelinkresources,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.agfoodplatform/farmbeats/solutions,microsoft.agfoodplatform,,farmbeats/solutions,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.agfoodplatform/farmbeatsextensiondefinitions,microsoft.agfoodplatform,,farmbeatsextensiondefinitions,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.agfoodplatform/farmbeatssolutiondefinitions,microsoft.agfoodplatform,,farmbeatssolutiondefinitions,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.agricultureplatform/agriservices,microsoft.agricultureplatform,,agriservices,n/a,,,0,,,False,undetermined,undetermined,undetermined
microsoft.alertsmanagement/actionrules,Microsoft.AlertsManagement,Microsoft.AlertsManagement,actionRules,actionRules,"2025-05-25-preview,2021-08-08-preview,2021-08-08,2019-05-05-preview,2018-11-02-privatepreview",,0,,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,True,True,True
microsoft.alertsmanagement/alertrulerecommendations,Microsoft.AlertsManagement,Microsoft.AlertsManagement,alertRuleRecommendations,alertRuleRecommendations,"2023-08-01-preview,2023-01-01-preview",,6,eastus; germanywestcentral; northcentralus; northeurope; swedencentral; westeurope,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,False,False,False
microsoft.alertsmanagement/alerts,Microsoft.AlertsManagement,Microsoft.AlertsManagement,alerts,alerts,"2026-01-26-preview,2025-05-25-preview,2019-05-05-preview,2019-03-01-preview,2019-03-01,2018-05-05",,0,,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,False,False,False
microsoft.alertsmanagement/alerts/history,Microsoft.AlertsManagement,Microsoft.AlertsManagement,alerts/history,alerts,,,0,,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,undetermined,undetermined,undetermined
microsoft.alertsmanagement/alertsmetadata,Microsoft.AlertsManagement,Microsoft.AlertsManagement,alertsMetaData,Microsoft.AlertsManagement/alertsMetaData,"2019-05-05-preview,2019-03-01-preview,2019-03-01",,0,,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,False,False,False
microsoft.alertsmanagement/alertssummary,Microsoft.AlertsManagement,Microsoft.AlertsManagement,alertsSummary,alertsSummary,"2019-05-05-preview,2019-03-01-preview,2019-03-01,2018-05-05-preview,2018-05-05",,0,,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,False,False,False
microsoft.alertsmanagement/investigations,Microsoft.AlertsManagement,Microsoft.AlertsManagement,investigations,investigations,,,0,,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,undetermined,undetermined,undetermined
microsoft.alertsmanagement/issues,Microsoft.AlertsManagement,Microsoft.AlertsManagement,issues,issues,2025-03-01-preview,2025-03-01-preview,43,australiacentral; australiaeast; australiasoutheast; brazilsouth; canadacentral; canadaeast; centralindia; centralus; chilecentral; eastasia; eastus; eastus2; francecentral; germanywestcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; polandcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; uaenorth; uksouth; ukwest; westcentralus; westeurope; westus; westus2; westus3,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,False,False,False
microsoft.alertsmanagement/migratefromsmartdetection,Microsoft.AlertsManagement,Microsoft.AlertsManagement,migrateFromSmartDetection,migrateFromSmartDetection,2021-01-01-preview,,0,,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,False,False,False
microsoft.alertsmanagement/operations,Microsoft.AlertsManagement,Microsoft.AlertsManagement,operations,operations,"2019-05-05-preview,2018-05-05",,0,,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,False,False,False
microsoft.alertsmanagement/previewalertrule,Microsoft.AlertsManagement,Microsoft.AlertsManagement,previewalertrule,n/a,"2026-05-01-preview,2025-07-01-preview,2025-05-01-preview",2025-05-01-preview,53,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; chilecentral; eastasia; eastus; eastus2; francecentral; francesouth; germanynorth; germanywestcentral; global; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; polandcentral; qatarcentral; southafricanorth; southafricawest; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westcentralus; westeurope; westus; westus2; westus3,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,False,False,False
microsoft.alertsmanagement/prometheusrulegroups,Microsoft.AlertsManagement,Microsoft.AlertsManagement,prometheusRuleGroups,prometheusRuleGroups,"2025-01-01-preview,2024-11-01-preview,2023-09-01-preview,2023-03-01,2021-07-22-preview",,50,australiacentral; australiacentral2; australiaeast; australiasoutheast; austriaeast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; chilecentral; eastasia; eastus; eastus2; francecentral; francesouth; germanywestcentral; indonesiacentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; mexicocentral; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; polandcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westcentralus; westeurope; westus; westus2; westus3,"Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13;Geneva Alert RP,6bccf540-eb86-4037-af03-7fa058c2db75;Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64;Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f",False,True,True,True
